dataset,part,model,nbits,group_size,layer,sensitivity
bos,attn_in,Qwen2.5-7B,2,32,8,0.007427206728607416
bos,mlp_gate,Qwen2.5-7B,2,32,8,0.018222816288471222
bos,mlp_down,Qwen2.5-7B,2,32,8,0.015761036425828934
bos,attn_in,Qwen2.5-7B,2,32,9,0.008625832386314869
bos,mlp_gate,Qwen2.5-7B,2,32,9,0.020277023315429688
bos,mlp_down,Qwen2.5-7B,2,32,9,0.01668761484324932
bos,attn_in,Qwen2.5-7B,2,32,10,0.008190752007067204
bos,mlp_gate,Qwen2.5-7B,2,32,10,0.01691591925919056
bos,mlp_down,Qwen2.5-7B,2,32,10,0.014557039365172386
bos,attn_in,Qwen2.5-7B,2,32,11,0.01059974916279316
bos,mlp_gate,Qwen2.5-7B,2,32,11,0.015967324376106262
bos,mlp_down,Qwen2.5-7B,2,32,11,0.012323920615017414
bos,attn_in,Qwen2.5-7B,2,32,12,0.006282246671617031
bos,mlp_gate,Qwen2.5-7B,2,32,12,0.014595194719731808
bos,mlp_down,Qwen2.5-7B,2,32,12,0.011521860957145691
bos,attn_in,Qwen2.5-7B,2,32,13,0.008625463582575321
bos,mlp_gate,Qwen2.5-7B,2,32,13,0.015359072014689445
bos,mlp_down,Qwen2.5-7B,2,32,13,0.01207150798290968
bos,attn_in,Qwen2.5-7B,2,32,14,0.00970549788326025
bos,mlp_gate,Qwen2.5-7B,2,32,14,0.0169511791318655
bos,mlp_down,Qwen2.5-7B,2,32,14,0.013056954368948936
bos,attn_in,Qwen2.5-7B,2,32,15,0.011696554720401764
bos,mlp_gate,Qwen2.5-7B,2,32,15,0.016296684741973877
bos,mlp_down,Qwen2.5-7B,2,32,15,0.012012958526611328
bos,attn_in,Qwen2.5-7B,2,32,16,0.0096213910728693
bos,mlp_gate,Qwen2.5-7B,2,32,16,0.01586177572607994
bos,mlp_down,Qwen2.5-7B,2,32,16,0.011734038591384888
