model_type,layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params
vision,8,mlp.c_fc,3,64,8,128,4.191949367523193,0.9151611328125,2359296
vision,8,mlp.c_fc,3,128,8,128,4.793965816497803,0.87945556640625,2359296
vision,8,mlp.c_fc,4,32,8,128,1.6551411151885986,1.267822265625,2359296
vision,8,mlp.c_fc,4,64,8,128,1.9564483165740967,1.1964111328125,2359296
vision,8,mlp.c_fc,4,128,8,128,2.2382309436798096,1.16070556640625,2359296
vision,8,mlp.c_fc,8,32,8,128,0.10043822973966599,2.392822265625,2359296
vision,8,mlp.c_fc,8,64,8,128,0.11862816661596298,2.3214111328125,2359296
vision,8,mlp.c_fc,8,128,8,128,0.13508424162864685,2.28570556640625,2359296
vision,8,mlp.c_proj,2,32,8,128,8.032468795776367,0.705322265625,2359296
vision,8,mlp.c_proj,2,64,8,128,9.383321762084961,0.6339111328125,2359296
vision,8,mlp.c_proj,2,128,8,128,10.626753807067871,0.59820556640625,2359296
vision,8,mlp.c_proj,3,32,8,128,3.4335834980010986,0.986572265625,2359296
vision,8,mlp.c_proj,3,64,8,128,4.0180745124816895,0.9151611328125,2359296
vision,8,mlp.c_proj,3,128,8,128,4.556089878082275,0.87945556640625,2359296
vision,8,mlp.c_proj,4,32,8,128,1.602971076965332,1.267822265625,2359296
vision,8,mlp.c_proj,4,64,8,128,1.875213384628296,1.1964111328125,2359296
vision,8,mlp.c_proj,4,128,8,128,2.1250362396240234,1.16070556640625,2359296
vision,8,mlp.c_proj,8,32,8,128,0.09719990193843842,2.392822265625,2359296
vision,8,mlp.c_proj,8,64,8,128,0.11353892832994461,2.3214111328125,2359296
vision,8,mlp.c_proj,8,128,8,128,0.1282404214143753,2.28570556640625,2359296
vision,9,attn.out_proj,2,32,8,128,4.127790451049805,0.17633056640625,589824
vision,9,attn.out_proj,2,64,8,128,4.868581771850586,0.158477783203125,589824
vision,9,attn.out_proj,2,128,8,128,5.577590465545654,0.1495513916015625,589824
vision,9,attn.out_proj,3,32,8,128,1.7689330577850342,0.24664306640625,589824
vision,9,attn.out_proj,3,64,8,128,2.0928149223327637,0.228790283203125,589824
