layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params
3,self_attn.o_proj,4,32,8,128,1.852837324142456,2.25390625,4194304
3,self_attn.o_proj,4,64,8,128,2.1979246139526367,2.126953125,4194304
3,self_attn.o_proj,4,128,8,128,2.5381836891174316,2.0634765625,4194304
3,self_attn.o_proj,8,32,8,128,0.11218488961458206,4.25390625,4194304
3,self_attn.o_proj,8,64,8,128,0.13304078578948975,4.126953125,4194304
3,self_attn.o_proj,8,128,8,128,0.15287482738494873,4.0634765625,4194304
7,self_attn.o_proj,2,32,8,128,9.044881820678711,1.25390625,4194304
7,self_attn.o_proj,2,64,8,128,10.692381858825684,1.126953125,4194304
7,self_attn.o_proj,2,128,8,128,12.154960632324219,1.0634765625,4194304
7,self_attn.o_proj,3,32,8,128,3.8912336826324463,1.75390625,4194304
7,self_attn.o_proj,3,64,8,128,4.631899833679199,1.626953125,4194304
7,self_attn.o_proj,3,128,8,128,5.340742588043213,1.5634765625,4194304
7,self_attn.o_proj,4,32,8,128,1.8176072835922241,2.25390625,4194304
7,self_attn.o_proj,4,64,8,128,2.1644418239593506,2.126953125,4194304
7,self_attn.o_proj,4,128,8,128,2.4998693466186523,2.0634765625,4194304
7,self_attn.o_proj,8,32,8,128,0.10991830378770828,4.25390625,4194304
7,self_attn.o_proj,8,64,8,128,0.1307850331068039,4.126953125,4194304
7,self_attn.o_proj,8,128,8,128,0.15064673125743866,4.0634765625,4194304
11,self_attn.o_proj,2,32,8,128,9.892522811889648,1.25390625,4194304
11,self_attn.o_proj,2,64,8,128,11.698365211486816,1.126953125,4194304
11,self_attn.o_proj,2,128,8,128,13.3096342086792,1.0634765625,4194304
11,self_attn.o_proj,3,32,8,128,4.24608039855957,1.75390625,4194304
11,self_attn.o_proj,3,64,8,128,5.058250904083252,1.626953125,4194304
11,self_attn.o_proj,3,128,8,128,5.828807353973389,1.5634765625,4194304
11,self_attn.o_proj,4,32,8,128,1.9821451902389526,2.25390625,4194304
11,self_attn.o_proj,4,64,8,128,2.3617594242095947,2.126953125,4194304
11,self_attn.o_proj,4,128,8,128,2.7252602577209473,2.0634765625,4194304
11,self_attn.o_proj,8,32,8,128,0.1200297549366951,4.25390625,4194304
11,self_attn.o_proj,8,64,8,128,0.14286164939403534,4.126953125,4194304
11,self_attn.o_proj,8,128,8,128,0.1642056256532669,4.0634765625,4194304
15,self_attn.o_proj,2,32,8,128,11.49368953704834,1.25390625,4194304
15,self_attn.o_proj,2,64,8,128,13.57137680053711,1.126953125,4194304
15,self_attn.o_proj,2,128,8,128,15.465534210205078,1.0634765625,4194304
15,self_attn.o_proj,3,32,8,128,4.921010494232178,1.75390625,4194304
15,self_attn.o_proj,3,64,8,128,5.828738689422607,1.626953125,4194304
15,self_attn.o_proj,3,128,8,128,6.6840362548828125,1.5634765625,4194304
15,self_attn.o_proj,4,32,8,128,2.2953219413757324,2.25390625,4194304
15,self_attn.o_proj,4,64,8,128,2.7218751907348633,2.126953125,4194304
15,self_attn.o_proj,4,128,8,128,3.123561143875122,2.0634765625,4194304
15,self_attn.o_proj,8,32,8,128,0.13904495537281036,4.25390625,4194304
15,self_attn.o_proj,8,64,8,128,0.16464149951934814,4.126953125,4194304
15,self_attn.o_proj,8,128,8,128,0.18810592591762543,4.0634765625,4194304
19,self_attn.o_proj,2,32,8,128,14.021526336669922,1.25390625,4194304
19,self_attn.o_proj,2,64,8,128,16.48809051513672,1.126953125,4194304
19,self_attn.o_proj,2,128,8,128,18.726577758789062,1.0634765625,4194304
19,self_attn.o_proj,3,32,8,128,6.000216484069824,1.75390625,4194304
19,self_attn.o_proj,3,64,8,128,7.062161445617676,1.626953125,4194304
