model,algo,attempt,config,bpp,zeroshot_mem_allot,zeroshot_mem_reserved,acc1_zeroshot_cls,acc5_zeroshot_cls,recall_zeroshot_cls,duration_zeroshot_cls
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,8_13,8.13,2443.38720703125,2994,0.77922,0.95232000000000006,0.77904,233.5386040210724
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,8_25,8.25,2460.21533203125,3012,0.77942,0.95236,0.7791,233.98202800750727
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,8_51,8.51,2493.87158203125,3046,0.77938,0.95238,0.7794000000000001,234.0778729915619
CLIP-ViT-L-14-laion2B-s32B-b82K,fp16,baseline,base,16,2639.28173828125,2886,0.7526,0.94258,0.75252,109.50478219985962
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b2g16,3.02,1131.87255859375,1554,0.69446,0.91612,0.69462,118.01759958267212
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b2g32,2.51,1101.12255859375,1524,0.649,0.88882,0.64926,117.77564883232117
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b2g64,2.25,1085.74755859375,1508,0.53832,0.81646,0.53824,117.78876519203186
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b3g128,3.13,1118.14599609375,1542,0.7292,0.9314,0.72924,120.56766819953918
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b3g32,3.51,1141.20849609375,1564,0.73988,0.93838,0.73994,120.32714438438416
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b3g64,3.25,1125.83349609375,1550,0.73422,0.93472,0.7343800000000001,119.80881810188292
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b4g128,4.13,1141.53662109375,1546,0.74798,0.93954,0.74786,117.0099561214447
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b4g32,4.51,1164.59912109375,1570,0.75094,0.94214,0.75068,116.98301815986632
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b4g64,4.25,1149.22412109375,1554,0.7483,0.93974,0.7484200000000001,117.27217698097228
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b8g128,8.13,1263.81005859375,1694,0.75216,0.94258,0.75224,120.89821434020996
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b8g32,8.51,1286.87255859375,1718,0.7525,0.94246,0.7525799999999999,117.47148489952087
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b8g64,8.25,1272.04443359375,1674,0.75252,0.94248,0.7525,117.84362649917604
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,2_25,2.25,1086.22412109375,1510,0.51664,0.79014,0.51666,117.96505856513976
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,2_51,2.51,1102.09912109375,1526,0.61272,0.86498,0.6127400000000001,118.01174116134644
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,3_02,3.02,1131.91943359375,1548,0.67494,0.90358,0.67486,118.2494294643402
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,3_13,3.13,1118.39599609375,1542,0.72584,0.93096,0.72576,120.7025945186615
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,3_25,3.25,1126.33349609375,1550,0.7316,0.9346,0.73132,119.78359985351562
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,3_51,3.51,1140.45849609375,1564,0.73754,0.93722,0.73752,119.40773177146912
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,4_13,4.13,1141.78662109375,1546,0.74828,0.93998,0.7483,117.16183471679688
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,4_25,4.25,1149.72412109375,1554,0.74824,0.93966,0.7484,117.3701877593994
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,4_51,4.51,1166.97802734375,1590,0.75044,0.94216,0.7505400000000001,116.91337251663208
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,8_13,8.13,1264.06005859375,1694,0.7522,0.94262,0.75226,116.76673650741576
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,8_25,8.25,1271.99755859375,1702,0.75256,0.94248,0.7526400000000001,116.9696798324585
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.49410772323608
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,2_25,2.25,1086.72412109375,1510,0.5213,0.79658,0.5213399999999999,117.70161700248718
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,2_51,2.51,1103.09912109375,1526,0.61416,0.86564,0.61424,117.82961368560792
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,3_02,3.02,1131.1220703125,1548,0.6784,0.90512,0.67842,118.68424129486084
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,3_13,3.13,1118.64599609375,1542,0.7271,0.93108,0.72686,119.80831599235536
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,3_25,3.25,1126.83349609375,1550,0.73136,0.93444,0.73118,119.65432715415956
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,3_51,3.51,1139.70849609375,1564,0.73794,0.93686,0.73788,119.6558780670166
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,4_13,4.13,1142.03662109375,1548,0.7483,0.93986,0.7485,116.85559058189392
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,4_25,4.25,1150.22412109375,1556,0.7492,0.93968,0.7493800000000002,116.83798789978027
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,4_51,4.51,1171.47802734375,1596,0.75066,0.94224,0.75086,117.50715231895448
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,8_13,8.13,1264.31005859375,1696,0.75222,0.94264,0.75226,116.72289252281188
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,8_25,8.25,1272.49755859375,1704,0.7523,0.94254,0.7523399999999999,116.94227647781372
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.50070333480836
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,2_25,2.25,1086.97412109375,1510,0.52244,0.79704,0.52248000000000006,118.1706838607788
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,2_51,2.51,1103.59912109375,1526,0.61494,0.8671,0.6147999999999999,118.17136788368224
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,3_02,3.02,1131.04443359375,1546,0.67824,0.90542,0.6780799999999999,119.05736541748048
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,3_13,3.13,1118.77099609375,1542,0.72764,0.93062,0.7275,119.7163701057434
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,3_25,3.25,1127.08349609375,1550,0.73146,0.9341,0.73126,119.77237248420715
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,3_51,3.51,1139.984375,1564,0.73808,0.93688,0.7379199999999999,119.51292204856873
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,4_13,4.13,1142.16162109375,1548,0.74826,0.94002,0.74828,116.91132736206056
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,4_25,4.25,1150.47412109375,1556,0.74896,0.94004,0.74898,116.9391598701477
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,4_51,4.51,1173.72412109375,1596,0.75142,0.9423,0.75128,117.47072291374208
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,8_13,8.13,1264.43505859375,1696,0.75222,0.94262,0.7521199999999999,116.95441436767578
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,8_25,8.25,1272.74755859375,1704,0.7526,0.94246,0.7524400000000001,118.8501844406128
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.64668035507202
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,2_25,2.25,1087.22412109375,1510,0.5162,0.7892,0.5162,117.46729683876038
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,2_51,2.51,1102.10302734375,1510,0.6147,0.86696,0.61472,117.89618253707886
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,3_02,3.02,1132.16943359375,1548,0.67408,0.9029,0.6738,118.5416066646576
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,3_13,3.13,1118.89599609375,1542,0.72604,0.93072,0.72592,119.65514731407166
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,3_25,3.25,1125.58349609375,1550,0.7318,0.93476,0.7318600000000001,119.9537181854248
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,3_51,3.51,1140.70849609375,1564,0.73768,0.93718,0.7378199999999999,119.81463170051576
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,4_13,4.13,1142.28662109375,1548,0.74842,0.93994,0.74834,117.07139897346497
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,4_25,4.25,1152.10302734375,1574,0.74844,0.9397,0.74868,117.0586588382721
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,4_51,4.51,1167.22802734375,1590,0.75064,0.9422,0.75046,116.99044990539552
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,8_13,8.13,1264.56005859375,1696,0.75228,0.94264,0.75222,117.3236575126648
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,8_25,8.25,1271.99755859375,1702,0.75256,0.94248,0.7526400000000001,117.03910064697266
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.54128289222716
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,2_25,2.25,1088.72412109375,1512,0.52356,0.79618,0.52346,118.02745723724364
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,2_51,2.51,1102.84912109375,1526,0.62082,0.8707,0.62078,117.988347530365
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,3_02,3.02,1131.6220703125,1548,0.67806,0.90662,0.67796,119.00415468215942
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,3_13,3.13,1119.64599609375,1544,0.7263,0.9314,0.7262799999999999,119.71609044075012
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,3_25,3.25,1125.33349609375,1550,0.73142,0.93466,0.73156,119.85146617889404
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,3_51,3.51,1140.20849609375,1564,0.73844,0.9372,0.7384,119.67157340049744
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,4_13,4.13,1143.03662109375,1548,0.74868,0.93982,0.74862,117.09744071960448
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,4_25,4.25,1157.10302734375,1582,0.74864,0.93968,0.74882,117.66229772567748
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,4_51,4.51,1171.97802734375,1596,0.75074,0.9422,0.7508,117.66947054862976
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,8_13,8.13,1265.31005859375,1696,0.75244,0.94268,0.75232,117.10563325881958
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,8_25,8.25,1272.49755859375,1704,0.7523,0.94254,0.7523399999999999,119.46077585220335
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.7988829612732
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,2_25,2.25,1089.47412109375,1512,0.52408,0.79922,0.52424,120.12806248664856
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,2_51,2.51,1101.47412109375,1526,0.62352,0.87126,0.62314,118.03183007240295
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,3_02,3.02,1131.66943359375,1546,0.67882,0.90656,0.67886,118.783855676651
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,3_13,3.13,1120.02099609375,1544,0.7261,0.93114,0.7259,121.19762706756592
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,3_25,3.25,1125.859375,1548,0.73122,0.93486,0.7313399999999999,119.94334268569946
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,3_51,3.51,1140.609375,1564,0.73902,0.93698,0.7391,120.35744261741638
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,4_13,4.13,1143.41162109375,1548,0.74912,0.93976,0.74916,121.22966074943542
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,4_25,4.25,1159.59912109375,1582,0.74898,0.93982,0.74892,117.01711511611938
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,4_51,4.51,1174.34912109375,1596,0.7513,0.9423,0.7514000000000001,117.07840013504028
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,8_13,8.13,1265.68505859375,1696,0.75244,0.94266,0.7524200000000001,117.97929263114928
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,8_25,8.25,1272.74755859375,1704,0.7526,0.94246,0.7524400000000001,117.00564336776732
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.68991041183472
